	SRX5797708	SRX5797709	SRX5797712	SRX5797713	SRX5797716	SRX5797717
DNASE1	462	2609	862	1176	762	1091
DNASE1L1	378	791	281	633	4	590
DNASE1L2	0	7	0	0	0	3
DNASE1L3	71	33	23	28	24	28
DNASE2	2254	2872	656	1308	663	1551
DND1P1	0	4	0	5	0	17
DNER	7	0	0	4	0	0
DNHD1	56	220	52	126	448	232
DNLZ	0	22	0	11	0	14
DNM1	108	176	84	123	92	130
DNM1L	1212	2487	1462	1260	1248	1592
DNM1P46	13	46	41	33	34	31
DNM1P47	1	10	2	4	0	13
DNM1P51	6	10	8	8	8	16
DNM2	320	1115	749	620	719	824
DNM3	0	148	1	58	0	53
DNMBP	11	287	184	246	29	209
DNMT1	1485	2407	2195	1286	529	2257
DNMT3A	1787	3276	1712	1971	1390	1972
DNMT3B	164	281	145	192	0	95
DNPEP	783	1450	871	728	499	914
DNPH1	612	92	260	66	258	161
DNTTIP1	306	216	167	104	0	144
DNTTIP2	3864	7397	2521	3312	1927	4106
DOC2A	60	221	116	123	97	101
DOC2B	29	83	47	45	47	69
DOC2GP	0	58	57	19	0	12
DOCK1	0	199	85	45	0	129
DOCK10	2171	4575	1497	2182	3771	3591
DOCK11	675	736	283	399	264	612
DOCK2	564	722	169	405	816	269
DOCK3	177	66	185	55	0	47
DOCK4	4	10	0	7	12	8
DOCK5	1983	6509	3873	4807	3714	4379
DOCK6	9	49	22	34	25	25
DOCK7	377	1001	903	614	487	678
DOCK8	2598	5580	3414	3676	2836	5296
DOCK8-AS1	102	244	94	191	114	209
DOCK9	360	497	180	309	103	285
DOHH	11	19	6	9	0	13
DOK1	2309	1842	1222	698	638	1359
DOK2	494	1256	542	346	702	820
DOK3	152	246	122	85	1	162
DOK4	361	112	1	47	2	60
DOK6	0	62	1	39	99	33
DOK7	0	17	0	3	0	8
DOLK	2	107	112	52	16	115
DOLPP1	462	819	379	315	761	589
DONSON	25	319	187	144	137	182
DOP1A	234	596	489	284	57	413
DOP1B	70	527	115	359	110	402
DOT1L	105	278	119	167	517	146
DPAGT1	1115	2351	1646	1606	104	1593
DPCD	105	191	129	143	0	84
DPEP2	2	208	16	138	0	152
DPEP2NB	0	11	0	9	0	2
DPF1	8	37	14	27	14	27
DPF2	6407	6622	2914	3721	3557	4706
DPF3	1529	1830	1191	1423	951	1839
DPH1	639	936	631	634	231	577
DPH2	667	2405	917	1457	1229	1452
DPH3	1133	2219	607	1169	262	1328
DPH5	838	839	558	720	685	524
DPH6	582	850	568	446	55	501
DPH7	239	248	34	130	0	152
DPM1	585	1505	751	963	808	920
DPM2	1053	1231	560	686	308	786
DPM3	738	801	408	511	449	480
DPP10	7	22	20	16	18	20
DPP3	1714	3296	1004	1498	1057	1601
DPP4	639	2958	972	2323	139	2196
DPP6	5	14	12	15	6	16
DPP7	754	210	209	100	190	204
DPP8	1700	1705	559	1018	244	1520
DPP9	125	670	585	321	593	438
DPPA2	0	3	0	0	0	14
DPPA2P1	0	0	32	13	0	0
DPPA3	2	0	4	1	4	3
DPPA4	147	1028	404	1374	250	1366
DPPA5P4	25	7	21	12	0	12
DPRXP1	0	3	15	1	0	0
DPRXP2	13	55	11	20	5	20
DPRXP4	0	10	0	4	0	4
DPY19L1	180	316	311	297	96	258
DPY19L1P1	32	129	215	101	59	138
DPY19L2	310	90	256	33	186	49
DPY19L2P1	5	30	19	14	0	5
DPY19L2P2	52	44	48	25	29	57
DPY19L2P3	0	17	0	5	0	7
DPY19L2P4	0	12	0	5	0	5
DPY19L3	125	436	387	349	103	351
DPY19L4	282	589	171	387	95	510
DPY30	1984	3109	1199	1563	867	1825
DPYD	169	1087	1025	1125	1111	1425
DPYSL2	1666	1747	1258	1566	792	1520
DPYSL5	23	51	19	42	19	33
DQX1	0	7	0	0	0	10
DR1	4441	5322	2236	2594	2453	2885
DRAM1	62	210	112	161	80	138
DRAM2	1555	2090	1163	1857	141	1661
DRAP1	3011	3322	952	1219	970	1741
DRAXIN	115	256	150	166	145	182
DRC3	79	235	58	153	28	143
DRG1	2521	3248	724	1661	1422	1854
DRG1P1	75	5	1	5	0	1
DRG2	1358	3172	1186	1876	738	2175
DRICH1	0	8	0	9	0	3
DROSHA	1278	1447	1021	882	1826	1537
DRP2	0	41	0	0	0	2
DSC1	7	23	13	8	24	9
DSC2	27	89	50	42	34	54
DSC3	16	13	13	7	4	14
DSCC1	0	40	82	5	0	19
DSE	701	756	206	237	28	458
DSEL	48	152	61	57	32	123
DSG2	11	129	40	142	30	126
DSG3	204	148	130	118	156	127
DSN1	7	445	192	270	6	327
DSP	2	5	1	4	2	2
DST	535	2911	2351	2868	1729	3233
DSTN	1514	2094	368	1005	728	1295
DSTNP1	0	68	33	24	183	42
DSTNP2	29	111	115	52	13	66
DSTYK	1622	1790	518	1115	343	1036
DTD1	833	492	256	276	7	423
DTD2	288	767	347	519	106	438
DTHD1	0	12	1	0	0	0
DTL	4	318	3	63	8	96
DTNA	35	97	50	70	48	26
DTNB	86	94	233	92	2	80
DTNBP1	275	673	337	316	1222	626
DTWD1	450	1091	655	762	28	805
DTWD2	337	263	164	225	267	222
DTX1	289	438	388	253	1348	527
DTX2	21	251	323	171	550	133
DTX2P1	0	46	97	27	31	49
DTX3	384	449	203	237	1	257
DTX3L	3803	3293	1042	1721	1249	1825
DTX4	146	19	1	10	3	8
DTYMK	165	330	235	167	55	400
DUOX1	131	373	346	254	122	249
DUOX2	0	12	1	9	0	2
DUOXA2	0	0	122	0	0	0
DUS1L	163	222	109	128	0	90
DUS2	224	652	455	423	1	403
DUS3L	57	131	133	84	184	64
DUS4L	2	145	124	94	4	127
DUSP1	9958	15103	6355	10305	7555	14989
DUSP10	4210	5517	3335	3969	486	2788
DUSP11	2724	2845	1126	2096	1695	2193
DUSP12	688	1268	305	712	872	732
DUSP14	473	703	222	270	0	387
DUSP16	437	1430	342	799	476	1127
DUSP18	749	799	163	282	45	494
DUSP19	29	161	259	96	30	52
DUSP2	593	964	1026	1056	1235	1999
DUSP22	1555	1992	862	1194	1504	1313
DUSP23	155	38	134	13	1	62
DUSP26	0	0	0	10	0	0
DUSP28	99	513	386	220	136	274
DUSP3	805	1085	651	769	224	748
DUSP4	272	296	54	193	0	71
DUSP5	138	171	11	82	280	136
DUSP6	2637	5404	2583	3703	2837	8395
DUSP7	1035	547	479	297	5	373
DUSP8	0	9	3	0	0	2
DUT	303	407	206	173	306	185
DUTP1	20	12	27	8	0	2
DUTP2	0	7	0	4	0	6
DUTP6	0	16	0	10	0	3
DUTP7	0	0	0	7	0	5
DUTP8	0	0	22	0	0	0
DUX4L27	0	10	0	2	0	0
DUX4L50	1	3	0	8	1	0
DUXA	2	8	5	6	2	9
DUXAP7	7	20	52	22	22	21
DUXAP9	62	93	55	73	3	22
DUXB	0	9	0	7	0	11
DVL1	1	22	0	15	0	16
DVL2	89	198	260	86	16	114
DVL3	198	1	1	1	0	5
DXO	477	1180	581	711	193	910
DYDC1	41	91	53	75	45	48
DYDC2	5	8	7	5	0	8
DYM	458	585	657	581	44	765
DYNAP	20	49	30	37	18	33
DYNC1H1	1577	6011	3281	3838	1926	4123
DYNC1I1	1	23	16	13	8	21
DYNC1I2	1820	3098	1719	1762	595	2165
DYNC1LI1	664	1436	514	823	933	998
DYNC1LI2	1647	1699	1221	861	40	915
DYNC2H1	200	489	311	569	132	297
DYNC2LI1	463	665	384	517	209	475
DYNLL1	4881	8095	2796	3306	1284	4018
