GeneName	SRX5797708	SRX5797709	SRX5797712	SRX5797713	SRX5797716	SRX5797717	SRR4290846	SRR4290852	SRR4290853	SRR4290854
ADGRG3	8192	2463	3020	467	2439	2148	0	60	0	2
ADGRG4	0	0	0	0	0	0	3	1	2	4
ADGRG5	3	203	449	211	3	160	330	81	346	152
ADGRG6	0	37	28	93	14	9	8	31	4	6
ADGRL1	0	169	508	136	1	144	2248	778	3769	3154
ADGRL2	0	34	0	7	0	0	0	0	0	1
ADGRV1	338	430	305	321	208	321	2425	2690	1338	1682
ADH1B	24	107	52	49	43	52	95	98	93	119
ADH4	12	25	15	10	21	18	230	225	83	137
ADH5	2183	1995	694	1099	213	1121	826	533	898	811
ADH6	0	0	0	1	0	0	12	28	2	15
ADH7	0	3	0	0	0	0	6	2	5	0
ADHFE1	258	449	131	225	305	352	216	187	156	65
ADI1	635	716	1042	494	786	608	903	966	1734	1273
ADIPOQ	37	126	87	93	65	89	151	156	167	184
ADIPOR1	610	748	193	391	691	603	1746	2226	4952	3622
ADIPOR2	227	401	552	208	600	300	249	238	816	873
ADIRF	0	0	13	3	0	0	1	0	0	0
ADK	1344	1219	829	811	69	811	175	248	654	763
ADM	0	10	2	43	0	44	0	0	0	0
ADM2	13	51	28	39	18	48	72	99	368	411
ADM5	0	1	0	1	0	1	44	12	156	125
ADNP	6303	8761	5891	5445	2735	3049	957	932	2001	1371
ADNP2	516	433	116	305	1	327	835	809	2879	3027
ADO	62	224	61	133	0	134	71	70	524	401
ADORA1	0	25	0	3	0	26	0	0	0	0
ADORA2A	0	101	105	31	214	77	234	232	683	222
ADORA2B	0	21	1	41	4	6	16	75	8	29
ADORA2BP1	0	0	0	0	0	0	0	0	0	21
ADPGK	699	1014	597	731	1144	805	2358	2105	2723	2907
ADPRH	371	214	94	208	0	150	9	73	123	220
ADPRHL1	10	196	12	42	16	31	25	93	180	55
ADPRM	913	1294	291	1122	466	822	186	136	66	81
ADPRS	28	219	47	127	470	173	193	124	237	274
ADRA1A	65	156	96	119	138	110	522	550	255	339
ADRB2	6	67	60	18	10	211	132	56	29	25
ADRB3	4	10	1	7	5	2	19	23	14	29
ADRM1	1828	1929	779	784	451	1215	399	762	3827	2802
ADSL	3279	4120	1774	1830	1265	2162	797	763	1679	1653
ADSS1	28	171	76	110	43	139	133	101	134	141
ADSS2	119	792	442	408	260	623	530	493	893	689
ADTRP	15	58	161	8	16	26	727	524	275	242
AEBP1	0	2	1	6	0	3	322	298	1525	1225
AEBP2	1910	5382	1807	2694	2367	4067	1760	2085	3059	3504
AEN	668	682	322	372	0	323	494	298	1712	1275
AF107885.1	93	129	68	68	85	75	111	102	124	128
AF131215.1	0	10	19	2	1	3	9	12	14	35
AF131216.2	0	4	4	5	0	6	17	6	2	3
AF201337.1	0	0	0	0	0	0	2	1	12	7
AF213884.1	2	0	1	0	0	0	4	17	3	7
AF228730.5	3	74	151	104	114	97	340	285	100	92
AF274858.1	10	57	29	42	38	69	70	107	71	94
AF279873.2	4	2	2	0	2	1	1	2	5	2
AFAP1	48	66	65	79	38	55	585	400	425	497
AFAP1L1	630	1458	704	739	139	1246	20	9	7	8
AFAP1L2	708	114	389	108	2	57	32	15	1	1
AFDN	2	89	0	20	2	21	567	750	2242	3212
AFF1	867	1072	2105	1302	1	1147	6181	6702	2782	3372
AFF2	0	15	219	1	0	13	123	56	241	160
AFF3	1706	3093	1918	2236	1260	2537	1887	1418	662	880
AFF4	2489	1275	482	690	999	906	4235	3636	3443	3449
AFG1L	307	351	107	277	20	200	70	69	98	158
AFG3L1P	87	547	867	369	495	367	1129	1195	1429	1487
AFG3L2	474	556	365	439	429	442	413	415	1161	1037
AFMID	414	882	442	542	391	676	2232	2250	1357	1646
AFTPH	1990	1704	619	1084	134	1245	1913	2131	3086	3299
AGA	1367	1181	675	803	444	777	169	317	301	188
AGAP1	0	20	5	6	2	6	143	122	49	12
AGAP10P	0	10	5	17	0	48	14	27	23	52
AGAP12P	1	20	0	11	0	28	11	87	13	202
AGAP14P	0	41	2	23	0	0	9	0	0	11
AGAP2	628	958	664	660	1358	1174	1112	1761	1582	2540
AGAP3	299	512	38	225	1	238	367	416	457	296
AGAP4	0	645	364	373	47	612	331	314	344	542
AGAP5	0	263	59	165	93	154	242	341	394	460
AGAP6	1	666	723	403	1002	429	815	779	1594	1600
AGAP7P	0	0	0	16	0	5	178	142	26	0
AGAP9	0	276	84	54	0	131	215	57	274	125
AGBL1	11	20	22	26	5	13	36	43	43	49
AGBL2	143	104	90	151	32	152	75	95	74	101
AGBL3	1	127	298	118	35	102	120	78	50	128
AGBL4	31	73	41	63	40	63	69	103	57	78
AGBL5	73	424	48	209	23	333	457	257	472	367
AGER	0	181	69	96	0	75	472	513	261	264
AGFG1	2466	1928	891	1181	645	989	1960	2023	9037	8064
AGFG2	686	173	226	147	8	115	1535	2663	4323	4085
AGGF1	3	678	234	321	0	380	437	592	1541	1025
AGGF1P1	0	5	0	3	0	13	16	3	2	9
AGGF1P2	0	5	0	15	1	4	15	34	8	0
AGK	2330	2659	692	1270	2154	1429	1757	1204	3401	3149
AGL	259	272	184	221	41	269	946	561	1396	1241
AGMAT	69	220	95	131	75	138	782	647	881	709
AGMO	9	45	11	19	34	23	203	185	130	232
AGO1	2352	2604	1575	1555	1652	2227	1529	1284	4569	3640
AGO2	553	2986	441	1029	3336	2199	7156	11822	23470	26671
AGO3	885	2971	1859	1505	4946	2103	3577	3194	2901	3989
AGO4	473	809	773	753	30	620	750	430	88	141
AGPAT1	379	1176	658	487	133	627	846	670	1347	979
AGPAT2	1	42	0	13	1	14	23	7	110	40
AGPAT3	56	273	82	145	40	146	1952	1762	5239	4381
AGPAT4	505	226	21	420	0	327	457	464	365	209
AGPAT5	2419	1861	934	1189	4	1429	492	283	1703	1618
AGPS	971	644	258	382	6	241	643	587	2571	2186
AGRN	17	47	24	53	19	30	77	103	126	209
AGRP	0	27	1	3	0	4	3	2	1	0
AGTPBP1	583	241	238	132	209	223	516	591	768	525
AGTRAP	9	10	3	14	6	8	57	36	23	20
AGXT	70	97	75	80	83	96	152	154	133	179
AHCTF1	528	1215	646	633	1	1065	2211	1582	3722	4520
AHCTF1P1	0	4	5	4	0	11	0	46	0	109
AHCY	1953	1768	1003	923	771	1065	159	124	1597	1095
AHCYL1	1907	935	512	487	3	658	1216	1688	3939	3919
AHCYL2	12	311	262	146	20	250	594	1233	613	938
AHCYP2	0	0	0	1	0	9	10	1	0	3
AHDC1	331	919	340	453	260	615	298	311	364	310
AHI1	1256	3851	1934	2277	1323	2197	345	141	1052	860
AHNAK	321	2158	1148	1497	629	2170	21671	43284	1895	6155
AHNAK2	0	0	0	0	0	0	12	0	0	0
AHR	4391	9104	3146	4852	2416	4897	1572	2486	3605	4220
AHRR	239	112	139	4	0	46	21	43	255	777
AHSA1	2377	11722	2968	3342	1095	4376	536	580	3973	4209
AHSA2P	180	644	958	578	206	448	4470	5215	1915	1722
AHSG	0	14	0	8	0	7	0	0	0	0
AHSP	0	9	3	0	0	0	0	0	0	0
AICDA	50	91	45	70	75	55	144	141	131	199
AIDA	764	531	292	440	194	331	1015	892	1167	999
AIDAP2	4	8	8	19	4	8	18	22	11	19
AIF1	80	47	44	63	60	29	287	136	496	156
AIF1L	0	0	107	4	0	0	9	1	35	37
AIFM1	1324	1208	427	743	120	765	665	830	1510	1261
AIFM2	663	447	468	287	67	349	111	133	278	338
AIFM3	0	7	0	4	0	2	15	4	5	10
AIG1	839	2133	765	1302	112	1324	213	229	425	504
AIG1P1	0	0	0	0	0	0	37	49	13	30
AIM2	18	14	16	17	16	11	54	98	845	1209
AIMP1	874	2835	1154	1641	257	1757	516	474	1081	928
AIMP2	1463	952	695	563	542	528	70	51	765	514
AIP	3554	2790	1377	1651	9	1786	498	300	620	539
AIPL1	32	95	56	57	55	66	374	375	190	221
AIRE	6	7	4	11	1	14	72	162	13	39
AJAP1	1	2	66	2	0	1	45	9	20	2
AJM1	0	13	16	17	0	10	7	35	3	6
AJUBA	13	73	24	23	13	40	64	51	95	114
AK1	30	18	43	145	250	158	8	8	96	193
AK2	3651	4011	2645	2568	2879	3620	536	1161	8881	6761
AK2P2	71	0	0	1	0	1	6	6	3	2
AK3	322	424	317	248	1413	355	872	514	817	881
AK3P3	0	26	0	5	0	1	12	15	7	1
AK3P5	0	7	0	5	0	0	11	26	14	16
AK4	13	132	111	19	0	28	11	135	396	184
AK4P4	0	6	7	0	0	0	7	8	0	0
AK5	1	248	11	10	0	16	868	1370	124	299
AK6	715	1523	472	919	267	914	13	33	165	171
AK6P1	0	10	0	0	0	0	0	0	0	0
AK7	42	93	56	67	67	55	253	222	263	333
AK8	0	2	12	20	0	10	4	0	0	0
AK9	79	1123	680	671	573	821	737	715	407	629
AKAP1	2	534	294	158	335	120	622	691	1449	1709
AKAP10	350	1190	686	927	668	833	688	516	840	847
AKAP11	1515	1750	1357	1046	20	1137	2483	2375	5477	4553
AKAP12	30	33	46	28	22	60	405	469	163	637
AKAP13	8034	19907	9934	10749	1009	12635	9670	9664	3866	3719
AKAP14	0	0	0	0	0	4	1	5	0	3
AKAP17A	247	985	198	337	155	387	744	505	667	508
AKAP17BP	0	4	0	0	0	1	11	8	3	2
AKAP3	317	40	126	65	0	1	2	30	57	5
AKAP5	397	659	289	368	230	286	758	812	778	809
AKAP6	69	145	59	64	59	130	879	650	443	419
AKAP7	330	603	451	485	503	379	652	610	394	441
AKAP8	913	659	127	332	558	421	2569	2289	2772	2533
AKAP8L	257	651	369	377	5	333	711	642	493	564
AKAP9	1976	11149	4587	6452	2594	6290	4605	3949	3181	4094
AKIP1	229	496	265	305	67	354	804	694	540	668
AKIRIN1	923	1642	824	787	509	942	921	1021	3126	2180
AKIRIN2	179	397	123	222	1	297	653	776	561	570
AKNA	1772	2256	1370	1012	2558	1165	9531	12193	4822	4788
AKNAD1	35	45	9	31	69	15	50	37	43	90
AKR1A1	2983	5089	1960	2671	1231	2661	191	175	1646	1553
AKR1B1	3378	5249	3878	4109	1401	3775	1451	1432	2782	2152
AKR1B10	4	23	14	16	16	11	97	97	35	76
AKR1B10P2	3	11	3	6	8	2	1	0	0	1
AKR1B15	160	345	241	210	142	162	988	1110	611	810
AKR1B1P1	0	0	21	15	0	0	1	2	1	1
AKR1B1P7	1	0	0	1	7	7	0	0	1	0
AKR1C1	23	17	13	13	15	17	30	32	47	52
AKR1C2	0	10	7	7	7	4	66	44	132	67
AKR1C3	71	118	185	207	0	184	7	8	5	7
AKR1C4	0	0	0	1	0	1	3	8	1	2
AKR1C6P	0	0	0	1	0	0	1	13	0	2
AKR1C7P	0	0	0	0	0	0	11	7	12	13
AKR1C8P	0	0	0	0	0	0	4	7	2	10
AKR1D1	18	57	44	43	30	28	222	243	240	266
AKR1D1P1	0	0	0	0	0	0	8	6	4	8
AKR1E2	0	26	42	7	2	5	69	77	43	37
AKR7A2	301	243	70	75	3	113	61	78	134	61
AKR7A2P1	0	0	0	0	0	3	2	1	15	4
AKR7A3	1	1	0	1	9	1	23	7	9	9
AKR7L	43	62	50	56	56	66	51	40	43	54
AKT1	1113	538	435	235	14	552	502	579	1804	1576
AKT1S1	17	1093	153	290	64	330	228	119	253	268
AKT2	985	1318	802	716	443	751	3720	3043	5534	5644
AKT3	608	1143	1026	807	667	824	2323	2318	1347	1697
AKTIP	2073	1131	300	655	702	1054	1063	1092	460	528
AL008627.1	4	4	1	0	1	3	1	1	4	0
AL009028.1	0	2	0	0	0	5	10	3	1	4
AL009174.1	20	0	4	2	2	2	0	0	0	3
AL020996.2	0	29	15	0	0	7	0	9	0	0
AL021068.1	0	2	0	2	0	4	0	1	0	3
AL021331.1	0	0	0	0	0	0	5	5	2	2
AL021407.1	0	3	0	0	0	0	1	6	6	3
AL021407.3	0	0	0	4	0	3	21	4	11	1
AL021546.1	131	255	48	96	15	65	0	0	0	0
AL021920.2	0	0	0	0	0	0	38	6	0	3
AL021937.2	0	27	29	20	0	33	1	3	23	22
AL022100.1	1	0	0	0	0	0	0	3	5	1
AL022237.1	4	3	0	4	0	0	3	1	2	2
AL022238.1	0	0	0	0	0	1	7	8	6	5
AL022238.4	126	781	237	249	13	596	67	80	65	156
AL022324.1	0	0	4	4	0	1	0	1	8	2
AL022324.2	0	0	0	1	0	0	10	15	20	10
AL022331.1	0	0	2	0	0	2	1	1	5	6
AL022334.1	16	43	22	19	12	18	407	435	142	234
AL022394.1	0	0	0	0	0	0	9	6	10	9
AL022400.1	0	3	5	0	0	1	4	4	5	5
AL022578.1	0	1	0	1	1	0	8	2	0	5
AL022722.1	0	20	0	10	0	49	0	2	4	1
AL023284.2	0	1	0	1	0	0	0	1	0	9
AL023284.3	0	7	0	3	3	3	0	1	2	0
AL023775.1	0	0	0	9	0	8	11	35	19	20
AL024509.3	13	9	6	4	2	7	0	2	0	0
AL031133.1	0	3	0	1	0	0	9	1	6	6
AL031274.1	0	4	14	10	0	0	0	1	0	3
AL031281.1	35	108	72	135	0	55	20	5	7	7
AL031282.1	0	122	52	55	0	119	839	1043	200	222
AL031284.1	0	0	0	0	19	6	0	1	0	0
AL031315.1	35	118	61	85	75	85	303	306	172	293
AL031432.2	0	6	0	0	12	12	0	42	0	9
AL031577.1	0	3	0	0	0	0	1	2	6	5
AL031667.1	0	10	0	0	0	0	0	0	0	0
AL031667.2	0	0	0	2	0	2	5	9	4	4
AL031708.1	48	239	147	188	72	152	312	240	433	685
AL031727.1	15	66	12	33	9	35	66	68	18	35
AL031729.1	0	5	2	0	0	0	1	0	0	2
AL031733.1	2	4	0	6	0	4	1	1	1	0
AL031736.1	0	55	18	18	0	58	1	0	0	4
AL031736.2	49	39	74	17	0	12	0	0	0	0
AL031777.2	519	297	181	256	271	519	139	126	120	13
AL031846.1	0	410	120	304	202	284	6	4	79	16
AL031847.2	0	0	1	0	0	0	0	1	8	5
AL031864.1	0	0	0	0	0	0	0	0	17	3
AL031864.2	0	4	0	2	4	2	0	0	1	0
AL031985.2	6	11	8	8	3	3	1	2	0	0
AL033519.2	17	59	33	116	0	2	115	7	5	0
AL033519.3	1	0	1	3	0	4	3	1	1	0
AL033529.1	2	10	1	2	0	1	15	8	13	22
AL034370.1	2	1	0	4	2	4	4	0	0	0
AL034379.1	8	3	12	12	4	7	8	4	9	4
AL034397.1	0	3	103	7	0	1	0	0	1	0
AL034417.2	1	3	3	4	0	0	2	0	1	1
AL034418.1	0	12	0	0	0	1	26	20	43	42
AL034430.1	389	396	72	322	188	340	0	0	75	59
AL034430.2	41	14	0	42	33	0	0	0	0	0
AL035090.1	1	9	0	9	0	8	5	4	26	11
AL035398.1	3	4	0	3	0	0	4	14	2	9
AL035410.1	0	1	0	2	0	0	9	5	2	3
AL035411.1	20	0	0	4	0	0	0	0	0	5
AL035413.1	0	29	53	42	3	17	1	2	6	1
AL035417.2	0	0	0	0	0	4	0	0	5	2
AL035456.1	10	29	102	21	79	56	206	211	383	343
AL035461.2	1	1	0	1	0	1	0	0	16	16
AL035555.2	13	32	7	16	19	23	99	127	87	131
AL035685.1	1	1	0	3	1	2	7	0	5	4
AL049597.1	2	5	1	3	2	4	0	0	0	4
AL049629.2	0	10	178	0	36	10	0	0	0	0
AL049634.1	3	5	0	0	0	0	8	15	0	0
AL049634.2	23	6	0	0	0	1	1	0	0	0
AL049650.2	0	4	23	0	0	0	0	0	17	9
AL049697.1	0	92	25	27	32	42	9	16	6	25
AL049714.1	4	1	3	2	0	1	0	0	1	2
AL049733.1	0	0	0	0	0	0	1	6	2	3
AL049737.1	0	3	0	5	0	0	0	5	0	0
AL049758.1	0	20	32	16	0	16	35	29	37	15
AL049779.1	26	17	122	18	0	14	6	6	8	5
AL049779.2	0	0	0	0	0	0	7	9	2	9
AL049830.1	1	0	1	3	2	1	1	1	3	2
AL049830.4	0	4	0	5	0	1	16	31	25	33
AL049840.8	0	0	0	0	0	0	20	2	0	1
AL049844.1	65	33	0	12	15	33	2	1	1	3
AL049844.2	0	15	0	4	0	11	17	25	83	92
AL049844.3	0	0	0	5	0	0	13	5	0	0
AL049872.1	3	16	24	4	0	3	4	2	25	17
AL049873.1	6	5	3	3	0	3	5	0	0	2
AL049874.1	0	0	1	0	12	2	0	0	0	0
AL049874.2	1	3	4	0	1	0	1	0	3	2
AL050331.1	0	18	10	0	4	0	5	0	6	0
AL050341.1	45	24	0	11	0	13	0	0	2	1
AL078595.1	21	54	33	52	18	32	0	0	0	0
AL078604.1	15	11	14	19	1	18	3	1	0	4
AL078644.1	3	2	0	8	0	0	71	64	58	85
AL079341.2	0	8	1	0	0	0	50	15	30	40
AL080243.2	67	37	31	20	13	41	1	3	10	10
AL080243.4	0	6	0	5	0	1	4	0	3	4
AL096700.1	55	128	57	72	44	90	52	52	86	108
AL096701.1	10	26	6	22	1	13	14	7	20	9
AL096701.2	0	2	0	2	62	4	58	93	32	92
AL096711.2	6	47	17	31	30	41	393	483	270	435
AL096712.1	0	0	0	1	0	0	3	3	5	8
AL096800.1	1	5	0	0	0	0	5	2	1	2
AL096855.2	0	16	1	15	0	9	1	0	6	16
AL096870.1	0	0	2	0	0	7	0	1	0	0
AL109615.1	1	20	2	8	0	4	2	1	0	1
AL109618.1	0	1	0	0	1	0	0	9	12	6
AL109755.1	0	4	0	4	0	1	0	10	3	3
AL109766.1	11	1	0	0	0	3	0	0	0	0
AL109809.1	20	46	62	27	8	15	17	19	10	12
AL109809.3	0	0	0	0	0	0	1	3	3	21
AL109811.3	59	237	79	170	350	123	71	49	19	12
AL109827.1	0	19	62	18	135	17	0	13	14	23
AL109918.1	0	67	0	5	0	1	0	6	25	16
AL109918.2	1	0	0	2	1	1	1	1	2	2
AL109936.2	6	7	6	4	1	1	0	0	1	0
AL109983.1	0	0	0	10	0	1	0	0	0	1
AL117328.1	0	0	14	0	0	2	0	0	0	0
AL117339.4	437	510	181	355	679	239	101	143	110	146
AL117340.1	0	9	0	8	0	8	77	13	21	124
AL117342.1	0	0	0	0	0	1	78	16	55	65
AL117344.1	0	6	0	8	0	6	4	19	0	0
AL117351.1	0	2	32	0	0	0	0	1	0	0
AL117692.1	142	134	104	109	85	98	262	229	148	274
AL118556.3	0	3	0	6	0	6	1	3	0	4
AL118558.2	0	7	0	0	0	4	24	42	13	6
AL121594.1	0	136	37	129	78	105	78	101	156	161
AL121601.2	0	13	14	8	41	7	3	29	15	10
AL121753.1	76	92	35	52	0	82	4	23	13	16
AL121758.1	0	0	0	0	0	0	6	0	5	0
AL121769.1	1	3	0	3	0	2	1	1	1	2
AL121839.1	0	0	0	0	0	0	8	2	0	0
AL121845.3	0	11	0	8	0	0	38	18	70	40
AL121949.1	0	0	64	12	0	0	0	0	0	0
AL121952.1	91	79	0	40	0	31	4	7	1	3
AL121978.1	0	5	9	3	0	7	1	2	0	3
AL122001.1	0	2	0	0	0	1	4	1	2	6
AL122008.2	3	2	1	1	2	5	0	0	1	6
AL122013.1	1	1	1	1	1	0	2	0	4	2
AL122020.1	14	20	4	8	1	6	3	1	5	1
AL132640.3	0	5	2	0	0	0	0	3	2	0
AL132640.4	0	0	0	3	0	0	2	4	0	6
AL132671.2	0	0	0	0	26	0	0	0	0	0
AL132765.1	0	10	0	0	0	6	4	7	14	0
AL132777.1	0	0	0	2	0	6	5	2	2	4
AL132780.3	172	121	117	34	46	70	0	0	0	0
AL132838.1	8	7	3	1	0	1	16	2	2	0
AL132838.2	1	11	145	230	40	84	0	13	2	2
AL133163.1	1	11	2	6	1	6	0	0	0	1
AL133216.2	254	257	94	174	232	195	346	336	342	243
AL133241.1	0	0	0	0	0	0	1	3	2	8
AL133260.1	0	0	16	1	0	4	0	0	25	8
AL133268.1	0	0	0	0	0	0	6	0	4	0
AL133318.1	1163	556	134	157	329	257	1268	823	757	525
AL133338.2	2	2	0	5	0	0	1	1	1	1
AL133352.1	0	140	50	37	66	52	163	191	42	90
AL133353.2	36	76	19	29	2	32	65	114	41	58
AL133368.1	0	0	0	0	0	0	9	1	46	27
AL133380.1	0	2	0	0	0	0	10	0	12	22
AL133384.1	0	0	0	0	0	0	5	14	0	3
AL133406.1	0	16	43	11	0	23	3	2	10	18
AL133412.1	3	14	7	11	0	17	0	0	1	6
AL133500.1	33	50	31	30	11	62	207	184	120	167
AL133517.1	0	49	42	13	0	40	1	32	0	3
AL135786.1	0	1	1	1	0	0	1	23	13	4
AL135905.2	359	660	103	376	110	269	2061	1273	2656	2211
AL135929.1	332	190	264	235	0	178	0	0	0	0
AL135929.2	212	165	256	218	0	159	0	0	0	0
AL136038.2	1	4	3	0	0	1	3	0	0	0
AL136038.6	0	37	0	15	0	16	29	11	39	87
AL136097.1	0	0	0	0	0	12	1	2	8	13
AL136116.1	5	4	3	5	2	11	2	1	2	1
AL136116.3	0	40	0	6	0	8	5	0	2	4
AL136126.1	2	29	2	8	0	16	1	0	6	0
AL136146.1	0	6	0	4	1	0	0	0	0	1
AL136226.1	1	3	3	3	1	0	0	0	1	1
AL136295.1	0	113	0	0	0	43	4	0	0	0
AL136295.3	0	4	0	0	0	7	3	0	0	0
AL136295.4	47	25	14	29	40	5	2	27	50	0
AL136295.5	303	1440	729	775	119	832	382	304	325	527
AL136298.2	0	1	1	0	4	2	11	3	23	2
AL136310.1	0	13	26	9	83	14	1	1	7	24
AL136380.1	5	21	0	17	8	10	153	127	350	257
AL136531.2	0	7	0	0	0	10	2	3	4	0
AL136968.1	1	25	0	3	0	0	5	4	19	0
AL136968.2	6	7	5	6	2	1	3	2	0	0
AL136981.1	0	2	4	5	0	3	0	1	0	0
AL136981.2	4	20	7	19	9	27	184	212	79	109
AL136981.4	0	2	0	2	0	0	6	0	2	6
AL136982.4	0	0	0	0	0	2	9	2	10	2
AL137000.1	0	10	0	1	0	0	0	0	0	0
AL137058.1	17	16	3	7	0	6	1	1	4	3
AL137074.1	0	18	0	2	0	7	4	19	2	10
AL137077.1	0	0	0	0	0	0	0	5	5	4
AL137161.1	0	1	3	0	2	1	10	11	12	8
AL137222.1	0	7	0	2	0	0	28	18	3	0
AL137779.3	128	50	1	21	0	29	119	115	104	61
AL137784.1	0	1	3	3	2	1	7	1	1	0
AL137798.3	0	34	27	44	42	30	8	0	0	0
AL137803.1	18	53	22	24	20	35	58	52	70	83
AL137845.1	56	80	64	83	46	62	107	135	124	187
AL137845.2	0	0	13	9	0	20	0	0	0	0
AL138479.1	2	3	1	7	1	3	10	12	8	7
AL138686.2	0	1	0	0	0	0	4	1	3	1
AL138693.1	0	4	0	3	0	3	0	1	2	1
AL138709.1	18	39	28	32	9	6	40	70	41	35
AL138721.1	0	4	0	0	0	0	25	28	12	9
AL138752.1	0	24	17	6	0	0	0	6	5	5
AL138752.2	0	12	6	9	0	0	28	29	26	22
AL138785.2	4	4	0	5	1	6	5	1	1	3
AL138787.1	0	4	0	0	0	0	1	8	3	1
AL138847.1	3	1	0	9	0	1	0	0	2	2
AL138878.1	1	6	0	3	0	1	0	1	0	1
AL138880.1	0	0	20	4	0	5	7	2	7	3
AL138880.2	0	0	0	0	0	0	1	1	6	12
AL138895.2	0	23	4	9	2	10	5	1	0	0
AL138963.3	0	1	0	8	0	1	3	1	1	2
AL139011.2	276	223	156	112	111	167	18	24	44	60
AL139039.2	3	4	2	3	3	6	10	1	1	5
AL139082.2	5	0	0	8	0	0	46	58	33	24
AL139095.2	11	15	4	17	1	13	4	5	13	10
AL139099.4	0	0	0	4	0	2	1	3	4	0
AL139100.2	6	13	1	11	6	3	7	3	2	2
AL139128.1	0	3	0	11	0	7	26	12	55	56
AL139132.1	3	4	4	1	0	8	3	1	8	6
AL139156.1	0	1	0	5	0	8	6	1	8	10
AL139156.2	14	44	0	26	0	34	4	0	9	1
AL139156.3	35	9	11	9	0	1	0	1	0	0
AL139174.1	2	7	0	11	0	26	0	0	5	11
AL139184.1	0	0	0	5	0	1	0	36	0	2
AL139220.1	54	84	54	60	35	49	111	105	87	146
AL139260.3	493	95	11	3	0	3	267	364	3041	1448
AL139274.1	0	3	0	16	31	9	47	58	74	125
AL139300.1	0	0	0	0	0	0	0	0	129	0
AL139317.4	0	4	0	0	0	0	7	0	0	0
AL139344.1	1	9	0	2	2	4	0	0	1	0
AL139353.1	104	422	308	226	60	283	321	313	361	472
AL139353.3	0	6	0	0	0	1	0	2	9	18
AL139400.1	0	0	0	0	0	0	0	0	11	7
AL139415.1	0	0	0	0	0	0	0	16	0	0
AL139421.1	21	10	0	4	9	1	1	0	0	0
AL139805.1	33	89	0	73	0	81	0	0	3	0
AL139811.1	2	3	0	2	0	2	83	67	15	35
AL157384.1	0	0	0	0	0	0	0	4	17	8
AL157392.5	27	103	22	46	56	34	77	138	40	82
AL157712.1	35	142	72	85	52	61	463	393	225	333
AL157791.1	12	3	13	4	0	12	10	12	30	13
AL157791.2	0	5	0	4	0	2	23	9	39	14
AL157871.3	46	43	0	2	0	20	6	4	56	132
AL157884.3	0	1	0	0	0	1	2	1	5	3
AL157935.3	378	1005	563	426	587	571	405	670	360	487
AL157938.1	2	10	1	2	1	3	6	3	0	9
AL158068.1	0	0	0	0	0	0	2	12	1	4
AL158156.1	4	13	6	9	5	12	2	2	7	14
AL158201.1	4	3	0	0	0	3	1	0	1	0
AL158207.1	15	38	0	23	0	28	15	13	8	10
AL158801.1	52	55	41	19	27	34	7	11	13	11
AL158801.6	255	510	157	289	156	390	0	0	19	0
AL158823.1	12	6	1	4	3	7	0	1	0	0
AL158827.1	0	0	0	0	0	0	5	6	1	0
AL158844.1	0	1	0	4	0	0	5	13	16	17
AL159163.1	0	0	0	0	0	1	1	9	0	4
AL160175.1	0	0	0	0	0	0	0	8	3	1
AL160269.1	0	3	0	0	0	0	0	16	0	1
AL160272.2	37	65	52	66	94	45	61	76	98	84
AL160275.2	0	3	0	2	0	0	0	0	22	11
AL160287.1	0	2	0	2	0	0	25	18	5	3
AL161420.1	0	0	0	0	0	0	26	31	12	10
AL161454.1	0	2	0	0	0	3	2	2	7	3
AL161636.2	3	5	5	8	2	1	0	0	0	0
AL161670.2	78	120	117	119	63	124	232	209	504	512
AL161672.1	0	15	0	5	0	20	0	1	0	3
AL161742.1	2	6	3	1	1	0	0	0	1	4
AL161781.1	2	3	1	2	0	0	1	0	2	1
AL161787.1	1215	1896	632	1121	281	913	58	53	92	80
AL161909.1	4	3	20	10	4	4	6	1	5	2
AL161911.1	50	10	0	6	0	2	3	3	2	15
AL162231.1	0	20	0	22	0	13	24	135	8	16
AL162231.3	11	0	0	0	0	0	0	0	0	0
AL162311.2	0	2	0	0	0	0	15	13	11	15
AL162377.3	27	0	0	0	0	0	21	10	6	1
AL162430.2	0	4	135	2	0	36	117	18	13	3
AL162431.2	0	2	0	0	0	0	6	31	70	52
AL162431.3	0	0	0	2	0	0	1	4	17	17
AL162578.1	3	128	108	178	151	184	9	14	16	14
AL162615.1	0	10	4	1	0	14	62	187	33	34
AL162726.3	1630	1213	823	680	302	653	14	24	96	212
AL162730.1	0	11	0	1	0	1	2	3	0	2
AL163193.1	1	3	0	16	0	11	17	5	4	4
AL163540.1	0	21	0	0	0	7	0	0	0	0
AL163636.2	0	48	0	27	0	0	0	0	0	0
AL163973.1	1	2	5	1	3	0	0	0	1	1
AL352979.3	0	0	0	0	0	0	3	3	4	5
AL353572.2	1	9	0	0	0	2	8	12	17	8
AL353579.1	0	7	0	10	0	2	1	3	10	0
AL353588.1	20	46	35	31	15	15	74	100	87	83
AL353597.2	0	0	0	0	0	1	36	41	1	0
AL353621.1	0	0	4	1	0	3	2	2	0	3
AL353625.1	309	253	548	109	13	147	286	186	228	234
AL353662.1	0	57	77	79	1	29	42	61	24	67
AL353662.2	3	29	0	7	0	7	30	33	9	25
AL353662.3	11	26	4	13	5	5	27	33	36	38
